MSE,SSIM,PSNR,Correlation
0.052477,0.997587,0.609311,0.658231
0.061972,0.996791,0.602089,0.666163
0.060093,0.996926,0.603426,0.591853
0.056390,0.996726,0.606188,0.753778
0.047649,0.996863,0.613503,0.562185
0.043115,0.998018,0.617845,0.666695
0.056514,0.996266,0.606092,0.687840
0.066393,0.996227,0.599096,0.631394
0.045751,0.997387,0.615268,0.653695
0.070624,0.996661,0.596413,0.575470
