MSE,SSIM,PSNR,Correlation
0.053930,0.996990,0.608125,0.668816
0.051207,0.997307,0.610375,0.745160
0.082713,0.993003,0.589551,0.684021
0.046348,0.997337,0.614705,0.789084
0.037772,0.998617,0.623591,0.710649
0.047655,0.998315,0.613498,0.653685
0.028208,0.998023,0.636270,0.865932
0.078027,0.995439,0.592084,0.587122
0.019262,0.999205,0.652838,0.868850
0.037291,0.998506,0.624148,0.820277
