MSE,SSIM,PSNR,Correlation
0.020068,0.999173,0.651059,0.886904
0.041686,0.998056,0.619309,0.798285
0.065670,0.996787,0.599571,0.640820
0.062705,0.996568,0.601577,0.705272
0.041579,0.997428,0.619420,0.765957
0.050473,0.998238,0.611003,0.628478
0.048732,0.997503,0.612526,0.746203
0.054707,0.997526,0.607504,0.729994
0.022936,0.998976,0.645256,0.860148
0.032617,0.998608,0.629964,0.850247
