MSE,SSIM,PSNR,Correlation
0.028601,0.998924,0.635670,0.832883
0.028225,0.998869,0.636245,0.863299
0.069890,0.997044,0.596867,0.626005
0.059592,0.995032,0.603789,0.741201
0.033468,0.998415,0.628845,0.765399
0.067766,0.996803,0.598207,0.539719
0.044352,0.996826,0.616617,0.778030
0.049813,0.997307,0.611574,0.746824
0.027858,0.999024,0.636813,0.808609
0.041479,0.998237,0.619525,0.787152
