MSE,SSIM,PSNR,Correlation
0.022763,0.999176,0.645585,0.869056
0.090560,0.995741,0.585614,0.536167
0.093323,0.994881,0.584309,0.577382
0.053254,0.996860,0.608673,0.758044
0.048820,0.996176,0.612448,0.763963
0.077859,0.996930,0.592177,0.418027
0.037608,0.997824,0.623780,0.809237
0.075582,0.995352,0.593466,0.601548
0.028564,0.998918,0.635726,0.797367
0.043550,0.998248,0.617410,0.788490
