MSE,SSIM,PSNR,Correlation
0.033759,0.998535,0.628469,0.800706
0.032008,0.998760,0.630782,0.845011
0.041063,0.998329,0.619963,0.776446
0.041597,0.996915,0.619402,0.823698
0.035018,0.997922,0.626879,0.768599
0.049961,0.998161,0.611445,0.629006
0.029877,0.998123,0.633775,0.852034
0.081908,0.996075,0.589976,0.571126
0.033714,0.998732,0.628527,0.776176
0.031299,0.998669,0.631756,0.842369
