MSE,SSIM,PSNR,Correlation
0.040109,0.997872,0.620984,0.762707
0.037749,0.997945,0.623617,0.820335
0.047093,0.998214,0.614013,0.744197
0.068585,0.995963,0.597685,0.666169
0.040941,0.997576,0.620092,0.768157
0.032276,0.998784,0.630420,0.761758
0.035011,0.997867,0.626888,0.825761
0.043483,0.998184,0.617476,0.782480
0.023757,0.999055,0.643728,0.850887
0.031542,0.998781,0.631419,0.840268
