MSE,SSIM,PSNR,Correlation
0.029643,0.998340,0.634116,0.832498
0.047492,0.997892,0.613646,0.764816
0.056509,0.997154,0.606096,0.722306
0.070041,0.992930,0.596773,0.698204
0.039463,0.997481,0.621690,0.773857
0.034143,0.998904,0.627978,0.754907
0.031669,0.997914,0.631245,0.846831
0.045220,0.997810,0.615775,0.775297
0.020639,0.999334,0.649840,0.860636
0.037418,0.997943,0.624000,0.812233
