MSE,SSIM,PSNR,Correlation
0.039274,0.997983,0.621898,0.768273
0.062629,0.995886,0.601630,0.683009
0.065059,0.997386,0.599977,0.611314
0.066178,0.994413,0.599236,0.703850
0.035819,0.998277,0.625896,0.772816
0.023616,0.999070,0.643987,0.830719
0.029379,0.997932,0.634504,0.861424
0.046656,0.997706,0.614417,0.767647
0.025014,0.998840,0.641490,0.848258
0.026155,0.998945,0.639553,0.870057
