MSE,SSIM,PSNR,Correlation
0.041413,0.997314,0.619594,0.754607
0.060407,0.995851,0.603199,0.696963
0.038088,0.998469,0.623229,0.775757
0.051351,0.996637,0.610253,0.761487
0.030666,0.998476,0.632642,0.788792
0.031219,0.998694,0.631866,0.770273
0.025122,0.998186,0.641303,0.886552
0.053921,0.997093,0.608132,0.725130
0.030022,0.998628,0.633564,0.806556
0.029222,0.998561,0.634738,0.854410
