MSE,SSIM,PSNR,Correlation
0.045420,0.997786,0.615583,0.727866
0.042240,0.998010,0.618736,0.792729
0.076079,0.996885,0.593182,0.570327
0.030969,0.998857,0.632215,0.863438
0.047847,0.997490,0.613322,0.688446
0.057874,0.997797,0.605060,0.571963
0.031957,0.997920,0.630852,0.842600
0.038243,0.998459,0.623052,0.816197
0.025168,0.998937,0.641223,0.838169
0.030517,0.998052,0.632854,0.860762
