MSE,SSIM,PSNR,Correlation
0.032593,0.998624,0.629995,0.811707
0.053177,0.997897,0.608736,0.736549
0.047518,0.998216,0.613623,0.742558
0.070429,0.995293,0.596533,0.660100
0.052247,0.996819,0.609502,0.695022
0.026334,0.998962,0.639257,0.810553
0.036197,0.996658,0.625441,0.829658
0.068739,0.996641,0.597588,0.649254
0.021265,0.999201,0.648542,0.866546
0.032788,0.998655,0.629736,0.834899
