MSE,SSIM,PSNR,Correlation
0.047112,0.996778,0.613995,0.717214
0.039533,0.997728,0.621612,0.811029
0.044315,0.997693,0.616653,0.795988
0.049828,0.997916,0.611561,0.767995
0.039611,0.998010,0.621527,0.750008
0.025647,0.998884,0.640404,0.815867
0.030758,0.998538,0.632513,0.844966
0.051776,0.997860,0.609895,0.742755
0.023524,0.998797,0.644157,0.859365
0.038758,0.997881,0.622472,0.807059
