MSE,SSIM,PSNR,Correlation
0.028635,0.998221,0.635619,0.836549
0.052948,0.997748,0.608923,0.736461
0.047809,0.997920,0.613357,0.756707
0.059916,0.995656,0.603554,0.723143
0.048404,0.997078,0.612820,0.726639
0.040362,0.998497,0.620711,0.700279
0.021963,0.998906,0.647140,0.893061
0.049176,0.998076,0.612133,0.756290
0.025832,0.998978,0.640092,0.837533
0.036043,0.998534,0.625626,0.819375
