MSE,SSIM,PSNR,Correlation
0.051715,0.997647,0.609947,0.665191
0.063497,0.996631,0.601033,0.659503
0.060988,0.996874,0.602783,0.581890
0.057395,0.996574,0.605420,0.756426
0.047119,0.997048,0.613988,0.551993
0.043662,0.998202,0.617297,0.655867
0.054043,0.996433,0.608034,0.713229
0.064466,0.996336,0.600375,0.650810
0.044806,0.997645,0.616174,0.657372
0.069855,0.996678,0.596888,0.582353
