MSE,SSIM,PSNR,Correlation
0.039788,0.998085,0.621333,0.761941
0.089453,0.995863,0.586149,0.563361
0.081358,0.996697,0.590268,0.589329
0.088335,0.991525,0.586695,0.565707
0.048971,0.996857,0.612314,0.721570
0.090290,0.995866,0.585744,0.244921
0.042206,0.996864,0.618771,0.790409
0.066700,0.995846,0.598895,0.654688
0.034548,0.998783,0.627466,0.761937
0.038951,0.998044,0.622256,0.800791
