MSE,SSIM,PSNR,Correlation
0.030004,0.998144,0.633590,0.831452
0.054473,0.997112,0.607690,0.726895
0.069798,0.997150,0.596923,0.598425
0.062446,0.993996,0.601758,0.725701
0.035385,0.998019,0.626426,0.782555
0.039220,0.998218,0.621957,0.701300
0.036876,0.996813,0.624633,0.828695
0.045826,0.997262,0.615197,0.776991
0.017159,0.999281,0.657859,0.882307
0.044292,0.996334,0.616675,0.802075
