MSE,SSIM,PSNR,Correlation
0.027272,0.998908,0.637736,0.840624
0.074838,0.995287,0.593896,0.594722
0.072569,0.995858,0.595233,0.660420
0.057747,0.996365,0.605155,0.730740
0.039673,0.997216,0.621458,0.771335
0.056710,0.997609,0.605942,0.541708
0.041795,0.996735,0.619196,0.789644
0.079431,0.995507,0.591309,0.579995
0.025317,0.998620,0.640966,0.827280
0.041049,0.998074,0.619977,0.788097
