MSE,SSIM,PSNR,Correlation
0.050900,0.997275,0.610636,0.689166
0.052148,0.996940,0.609584,0.742408
0.076688,0.996422,0.592836,0.599070
0.090457,0.989722,0.585664,0.588772
0.044186,0.997491,0.616780,0.745383
0.044000,0.998346,0.616963,0.690567
0.032116,0.998300,0.630636,0.839226
0.048876,0.997576,0.612399,0.754587
0.018973,0.999363,0.653495,0.874862
0.029551,0.998712,0.634251,0.853135
