MSE,SSIM,PSNR,Correlation
0.059055,0.997637,0.604182,0.647919
0.046166,0.997897,0.614876,0.772291
0.057576,0.997183,0.605284,0.644182
0.060316,0.997094,0.603265,0.721091
0.039819,0.998161,0.621299,0.738141
0.065219,0.997674,0.599870,0.532306
0.030582,0.998185,0.632761,0.850032
0.045070,0.998097,0.615919,0.777394
0.032148,0.998626,0.630593,0.799086
0.063030,0.996875,0.601353,0.668126
