MSE,SSIM,PSNR,Correlation
0.071351,0.992515,0.595968,0.599888
0.091321,0.990435,0.585251,0.555286
0.065556,0.996680,0.599647,0.562393
0.106749,0.986078,0.578472,0.534951
0.031214,0.998581,0.631873,0.702378
0.049311,0.996754,0.612014,0.624747
0.057747,0.994095,0.605155,0.717447
0.082875,0.992819,0.589466,0.559334
0.023112,0.997969,0.644924,0.878862
0.043062,0.997602,0.617899,0.787064
