MSE,SSIM,PSNR,Correlation
0.038735,0.998431,0.622498,0.771813
0.064989,0.996572,0.600024,0.663146
0.077892,0.996108,0.592159,0.619111
0.061580,0.996369,0.602364,0.705676
0.030475,0.998144,0.632914,0.816905
0.049708,0.998204,0.611666,0.636510
0.038297,0.996596,0.622991,0.827336
0.052786,0.997415,0.609056,0.733497
0.020753,0.999118,0.649600,0.868233
0.031841,0.998117,0.631009,0.844449
