MSE,SSIM,PSNR,Correlation
0.050442,0.997780,0.611029,0.674843
0.060406,0.996813,0.603200,0.683976
0.060339,0.996927,0.603248,0.588012
0.056626,0.996637,0.606006,0.759441
0.046630,0.997150,0.614441,0.556715
0.043217,0.998232,0.617743,0.658304
0.055368,0.996362,0.606982,0.700008
0.066078,0.996196,0.599302,0.637354
0.044480,0.997633,0.616492,0.658457
0.070301,0.996624,0.596612,0.579338
