MSE,SSIM,PSNR,Correlation
0.034759,0.997948,0.627202,0.797018
0.066876,0.996304,0.598781,0.657910
0.049830,0.997904,0.611559,0.746809
0.083051,0.991437,0.589374,0.613095
0.041826,0.998412,0.619164,0.709472
0.024294,0.998860,0.642758,0.827409
0.027577,0.998421,0.637253,0.866866
0.044557,0.997899,0.616416,0.780936
0.028827,0.998806,0.635328,0.830284
0.035783,0.998432,0.625940,0.820682
