MSE,SSIM,PSNR,Correlation
0.050991,0.997164,0.610559,0.690423
0.065183,0.996145,0.599894,0.664781
0.068852,0.995058,0.597516,0.730655
0.038860,0.998124,0.622357,0.844039
0.050430,0.998152,0.611039,0.535940
0.079067,0.996616,0.591509,0.466860
0.044069,0.997671,0.616895,0.771107
0.076799,0.995870,0.592772,0.599088
0.034687,0.998674,0.627291,0.778526
0.049779,0.996713,0.611604,0.797750
