MSE,SSIM,PSNR,Correlation
0.052735,0.997627,0.609098,0.654728
0.062172,0.996700,0.601949,0.668480
0.062531,0.996855,0.601698,0.569223
0.057587,0.996543,0.605276,0.750001
0.048774,0.996988,0.612489,0.536995
0.041937,0.998231,0.619048,0.671709
0.057456,0.996216,0.605374,0.682037
0.066669,0.996216,0.598916,0.631719
0.046097,0.997521,0.614941,0.644094
0.065121,0.996936,0.599936,0.621097
