MSE,SSIM,PSNR,Correlation
0.083788,0.996422,0.588990,0.522904
0.090096,0.995613,0.585838,0.549126
0.080655,0.996610,0.590645,0.577673
0.071179,0.995986,0.596073,0.657563
0.038839,0.997406,0.622381,0.781929
0.024402,0.999215,0.642566,0.830414
0.032644,0.997505,0.629927,0.842257
0.061003,0.996390,0.602773,0.683028
0.034310,0.998793,0.627767,0.767167
0.037494,0.998071,0.623912,0.809575
