MSE,SSIM,PSNR,Correlation
0.031163,0.998553,0.631944,0.816216
0.074833,0.996415,0.593899,0.621860
0.065570,0.996997,0.599637,0.654650
0.046736,0.996383,0.614343,0.792173
0.036859,0.997998,0.624653,0.763734
0.046135,0.997666,0.614905,0.716416
0.044469,0.997003,0.616503,0.772724
0.054837,0.997227,0.607401,0.721070
0.017159,0.999394,0.657859,0.882512
0.034172,0.998596,0.627941,0.824742
