MSE,SSIM,PSNR,Correlation
0.047113,0.997054,0.613994,0.713855
0.064821,0.996800,0.600137,0.671904
0.050916,0.996715,0.610623,0.779230
0.084563,0.996075,0.588590,0.624891
0.052651,0.997149,0.609168,0.672061
0.068827,0.996315,0.597532,0.569054
0.044531,0.997971,0.616442,0.773092
0.046637,0.997437,0.614435,0.769596
0.034863,0.998585,0.627072,0.790369
0.055228,0.997321,0.607092,0.728767
