MSE,SSIM,PSNR,Correlation
0.027613,0.998907,0.637197,0.840602
0.084126,0.995387,0.588815,0.554672
0.086690,0.994203,0.587511,0.622343
0.085417,0.994575,0.588154,0.578140
0.029887,0.998767,0.633760,0.766583
0.053683,0.998094,0.608324,0.609055
0.031667,0.997871,0.631247,0.843823
0.060309,0.996360,0.603270,0.691290
0.030888,0.998817,0.632329,0.792778
0.035905,0.998433,0.625792,0.827800
