MSE,SSIM,PSNR,Correlation
0.032567,0.998668,0.630030,0.813096
0.057986,0.996771,0.604976,0.706198
0.050709,0.997943,0.610800,0.739232
0.067502,0.996598,0.598377,0.675508
0.038975,0.997892,0.622229,0.766240
0.033899,0.998655,0.628289,0.747548
0.036229,0.997192,0.625403,0.822167
0.042542,0.998087,0.618426,0.789067
0.031476,0.998531,0.631510,0.810017
0.038691,0.998108,0.622547,0.805342
