MSE,SSIM,PSNR,Correlation
0.044965,0.997799,0.616021,0.732554
0.067719,0.997586,0.598237,0.668391
0.060080,0.997508,0.603435,0.639070
0.085875,0.994048,0.587921,0.567437
0.046607,0.997660,0.614463,0.707081
0.072128,0.997366,0.595497,0.453027
0.050007,0.995460,0.611405,0.760680
0.078739,0.995290,0.591689,0.579402
0.021633,0.999189,0.647796,0.850546
0.029710,0.998901,0.634018,0.851626
