MSE,SSIM,PSNR,Correlation
0.039975,0.997726,0.621129,0.763355
0.060939,0.996884,0.602819,0.691269
0.052242,0.997996,0.609506,0.696361
0.073115,0.995347,0.594907,0.642164
0.044879,0.997509,0.616104,0.716784
0.042329,0.998473,0.618644,0.674251
0.027844,0.998480,0.636835,0.863144
0.045259,0.997950,0.615737,0.776390
0.030697,0.998636,0.632598,0.810704
0.039789,0.998017,0.621331,0.796223
