MSE,SSIM,PSNR,Correlation
0.050029,0.997751,0.611386,0.678674
0.061652,0.996709,0.602314,0.674389
0.062259,0.996783,0.601888,0.571077
0.054298,0.996680,0.607830,0.778120
0.046363,0.997119,0.614691,0.558991
0.041358,0.998337,0.619652,0.676283
0.053713,0.996533,0.608300,0.714060
0.065197,0.996334,0.599885,0.644636
0.044292,0.997747,0.616675,0.660151
0.070366,0.996615,0.596572,0.578854
