MSE,SSIM,PSNR,Correlation
0.021192,0.999102,0.648692,0.879014
0.052978,0.998066,0.608899,0.735617
0.048997,0.998068,0.612291,0.726911
0.054111,0.996423,0.607979,0.749124
0.039432,0.997933,0.621723,0.752359
0.027165,0.999026,0.637908,0.801166
0.025646,0.997987,0.640407,0.882008
0.046628,0.997583,0.614443,0.768032
0.019886,0.999321,0.651453,0.867629
0.028876,0.998480,0.635254,0.857540
