MSE,SSIM,PSNR,Correlation
0.050414,0.997810,0.611053,0.675059
0.060985,0.996750,0.602786,0.680804
0.060137,0.996953,0.603394,0.589862
0.054835,0.996667,0.607402,0.775004
0.045179,0.997287,0.615814,0.568757
0.041905,0.998343,0.619082,0.669402
0.054792,0.996370,0.607436,0.705357
0.066009,0.996175,0.599348,0.638975
0.044859,0.997700,0.616123,0.653008
0.072611,0.996470,0.595208,0.561244
