MSE,SSIM,PSNR,Correlation
0.028154,0.998321,0.636354,0.841639
0.069734,0.996259,0.596964,0.646037
0.055833,0.997737,0.606619,0.681542
0.048950,0.996468,0.612333,0.780175
0.037383,0.998098,0.624041,0.768757
0.047044,0.997359,0.614057,0.631442
0.040207,0.996778,0.620878,0.803434
0.047108,0.996880,0.613999,0.772263
0.021793,0.999186,0.647477,0.855190
0.029166,0.998726,0.634820,0.867261
