MSE,SSIM,PSNR,Correlation
0.048990,0.997867,0.612297,0.726487
0.081789,0.996327,0.590038,0.594481
0.055660,0.996913,0.606754,0.749205
0.064164,0.995994,0.600579,0.700103
0.040012,0.997910,0.621089,0.765529
0.082525,0.995888,0.589649,0.428826
0.031761,0.998156,0.631118,0.840099
0.057806,0.997217,0.605111,0.708917
0.025145,0.998986,0.641263,0.838891
0.058873,0.996635,0.604317,0.762146
