MSE,SSIM,PSNR,Correlation
0.043958,0.998106,0.617004,0.742185
0.049072,0.997803,0.612224,0.755832
0.050861,0.997904,0.610669,0.724417
0.075221,0.994311,0.593674,0.632092
0.046215,0.996925,0.614829,0.719911
0.052571,0.997912,0.609233,0.628003
0.063979,0.996925,0.600704,0.655294
0.056999,0.996660,0.605721,0.711828
0.028596,0.998833,0.635678,0.805294
0.063045,0.996971,0.601343,0.667801
