MSE,SSIM,PSNR,Correlation
0.037602,0.997607,0.623787,0.783995
0.043122,0.997552,0.617839,0.791072
0.048569,0.997926,0.612672,0.745368
0.035078,0.998390,0.626805,0.841663
0.036686,0.998216,0.624858,0.764153
0.071060,0.997136,0.596146,0.419134
0.034792,0.997988,0.627160,0.825710
0.040649,0.998255,0.620403,0.804293
0.022667,0.999020,0.645768,0.857743
0.032180,0.998804,0.630550,0.841096
