MSE,SSIM,PSNR,Correlation
0.019387,0.999123,0.652558,0.890562
0.040996,0.998103,0.620034,0.797868
0.063177,0.996213,0.601252,0.714004
0.060797,0.995844,0.602919,0.717185
0.046848,0.997312,0.614239,0.700257
0.028538,0.999021,0.635766,0.792362
0.036020,0.997157,0.625654,0.825165
0.055642,0.997028,0.606768,0.717609
0.025112,0.999039,0.641320,0.830960
0.044031,0.998017,0.616932,0.776286
