MSE,SSIM,PSNR,Correlation
0.038935,0.997719,0.622274,0.770282
0.046304,0.997767,0.614746,0.770411
0.057723,0.997704,0.605173,0.659311
0.038776,0.997506,0.622452,0.837944
0.048059,0.997545,0.613131,0.694593
0.044259,0.997680,0.616708,0.660662
0.028037,0.998167,0.636535,0.865568
0.064928,0.996191,0.600065,0.664263
0.018238,0.999340,0.655211,0.875243
0.039128,0.998135,0.622059,0.816831
