MSE,SSIM,PSNR,Correlation
0.048475,0.997849,0.612756,0.714128
0.099756,0.991717,0.581414,0.431261
0.033867,0.998415,0.628330,0.827935
0.047620,0.995875,0.613529,0.794670
0.049052,0.997929,0.612243,0.599300
0.045169,0.997083,0.615824,0.654071
0.038371,0.996083,0.622908,0.828369
0.062574,0.994940,0.601668,0.690423
0.026611,0.998826,0.638802,0.812814
0.034495,0.997485,0.627532,0.848701
