MSE,SSIM,PSNR,Correlation
0.027844,0.998979,0.636835,0.841359
0.044271,0.998175,0.616696,0.774185
0.035600,0.998262,0.626163,0.792727
0.035417,0.998070,0.626387,0.861697
0.038703,0.996829,0.622533,0.726637
0.040290,0.998533,0.620788,0.681492
0.030795,0.997892,0.632460,0.872057
0.045666,0.997750,0.615349,0.771998
0.020718,0.999271,0.649674,0.858401
0.034557,0.998658,0.627455,0.827044
