MSE,SSIM,PSNR,Correlation
0.033420,0.998404,0.628908,0.805569
0.056338,0.997241,0.606228,0.719434
0.073213,0.996962,0.594849,0.610506
0.059407,0.994955,0.603924,0.726267
0.053959,0.996989,0.608102,0.684019
0.062250,0.996686,0.601894,0.466093
0.035034,0.998600,0.626859,0.823840
0.048397,0.998077,0.612826,0.761151
0.032787,0.998605,0.629738,0.786351
0.031704,0.998519,0.631197,0.841266
