MSE,SSIM,PSNR,Correlation
0.040889,0.997937,0.620147,0.752333
0.051423,0.997217,0.610192,0.741168
0.055297,0.997184,0.607038,0.725445
0.054745,0.996940,0.607474,0.741825
0.038463,0.997366,0.622804,0.790542
0.029373,0.998952,0.634514,0.781798
0.026668,0.998403,0.638709,0.871582
0.051318,0.997372,0.610281,0.739758
0.019286,0.999257,0.652783,0.871257
0.025325,0.998662,0.640953,0.877826
