MSE,SSIM,PSNR,Correlation
0.023391,0.998693,0.644402,0.871661
0.045287,0.997282,0.615711,0.783977
0.052387,0.997500,0.609386,0.733056
0.040736,0.996767,0.620310,0.845205
0.042323,0.997559,0.618650,0.730665
0.039251,0.998546,0.621923,0.708691
0.024306,0.998400,0.642737,0.889091
0.049436,0.997138,0.611904,0.755373
0.021207,0.999102,0.648659,0.864288
0.027597,0.998656,0.637222,0.864276
