MSE,SSIM,PSNR,Correlation
0.031375,0.998319,0.631650,0.817595
0.072509,0.995206,0.595269,0.624481
0.054469,0.997280,0.607693,0.720445
0.079127,0.992046,0.591476,0.640585
0.030895,0.998646,0.632319,0.771951
0.034140,0.997935,0.627982,0.753226
0.033169,0.997889,0.629235,0.840695
0.070271,0.996030,0.596630,0.625578
0.026360,0.999026,0.639213,0.821913
0.045400,0.997363,0.615602,0.769184
