MSE,SSIM,PSNR,Correlation
0.039634,0.998217,0.621501,0.766224
0.056544,0.997822,0.606070,0.720170
0.066459,0.996673,0.599053,0.693995
0.065757,0.993563,0.599514,0.712840
0.042428,0.997836,0.618542,0.728558
0.040536,0.997847,0.620524,0.736314
0.054714,0.996919,0.607498,0.711393
0.066808,0.996729,0.598825,0.662926
0.018236,0.999402,0.655214,0.878992
0.040107,0.998393,0.620986,0.799595
