MSE,SSIM,PSNR,Correlation
0.052020,0.996925,0.609691,0.683250
0.078873,0.994936,0.591615,0.580635
0.058554,0.996677,0.604553,0.641973
0.075412,0.992144,0.593564,0.671202
0.026979,0.998866,0.638205,0.794150
0.030522,0.998693,0.632847,0.777457
0.046714,0.997060,0.614364,0.757881
0.058837,0.996479,0.604343,0.701294
0.020179,0.999143,0.650817,0.874351
0.042103,0.996922,0.618877,0.797426
