MSE,SSIM,PSNR,Correlation
0.039335,0.997246,0.621830,0.770458
0.050444,0.997627,0.611027,0.750653
0.044908,0.998459,0.616076,0.748482
0.047441,0.997005,0.613693,0.784767
0.050312,0.996735,0.611141,0.718934
0.022411,0.999035,0.646262,0.842886
0.030980,0.997935,0.632199,0.850638
0.049396,0.997700,0.611939,0.751301
0.021213,0.999146,0.648648,0.860278
0.031825,0.998769,0.631031,0.838783
