MSE,SSIM,PSNR,Correlation
0.043516,0.997857,0.617443,0.738373
0.066638,0.996517,0.598936,0.660727
0.064552,0.997001,0.600317,0.653175
0.072157,0.996662,0.595480,0.662820
0.051707,0.996279,0.609953,0.701749
0.074879,0.997163,0.593872,0.428538
0.027928,0.998060,0.636703,0.864602
0.049406,0.997654,0.611930,0.750683
0.028812,0.998790,0.635351,0.816279
0.052215,0.997842,0.609529,0.734225
