MSE,SSIM,PSNR,Correlation
0.063619,0.997386,0.600950,0.655515
0.090747,0.995089,0.585525,0.523339
0.080401,0.994896,0.590782,0.666838
0.076310,0.994205,0.593050,0.630778
0.047653,0.997777,0.613499,0.711720
0.072213,0.997026,0.595447,0.397896
0.036606,0.997924,0.624953,0.814332
0.071845,0.996331,0.595668,0.632862
0.031879,0.998850,0.630958,0.797661
0.036681,0.998159,0.624864,0.815239
