MSE,SSIM,PSNR,Correlation
0.022220,0.999071,0.646633,0.872205
0.038940,0.998260,0.622268,0.807232
0.055154,0.997575,0.607150,0.711630
0.051316,0.997658,0.610282,0.757083
0.042795,0.997317,0.618168,0.745979
0.028354,0.999066,0.636046,0.791776
0.033639,0.997998,0.628623,0.833275
0.045892,0.997988,0.615134,0.768483
0.021066,0.999210,0.648950,0.857651
0.035541,0.998471,0.626236,0.819211
