MSE,SSIM,PSNR,Correlation
0.035238,0.998462,0.626607,0.800105
0.054737,0.997333,0.607480,0.724586
0.047066,0.998079,0.614038,0.749910
0.065222,0.994876,0.599869,0.692490
0.041306,0.997607,0.619707,0.753963
0.048478,0.997569,0.612753,0.614528
0.026952,0.997871,0.638249,0.877054
0.053735,0.997577,0.608283,0.728022
0.020936,0.999187,0.649219,0.857439
0.029617,0.998649,0.634154,0.851240
