MSE,SSIM,PSNR,Correlation
0.048535,0.998140,0.612703,0.713017
0.051578,0.997549,0.610061,0.737991
0.060237,0.996848,0.603322,0.697396
0.062087,0.996683,0.602008,0.699735
0.028175,0.998124,0.636322,0.829312
0.035265,0.998714,0.626573,0.761910
0.041950,0.997902,0.619035,0.780896
0.043281,0.998138,0.617678,0.787286
0.037907,0.997968,0.623436,0.793759
0.027563,0.998867,0.637275,0.861880
