MSE,SSIM,PSNR,Correlation
0.030211,0.998015,0.633292,0.829493
0.062507,0.995929,0.601715,0.684013
0.058061,0.997807,0.604920,0.656969
0.055435,0.997049,0.606930,0.736460
0.025624,0.998849,0.640443,0.808581
0.021463,0.999282,0.648138,0.846677
0.033926,0.997092,0.628255,0.837972
0.048637,0.997388,0.612611,0.756423
0.019774,0.999193,0.651699,0.875836
0.030931,0.998031,0.632268,0.856540
