MSE,SSIM,PSNR,Correlation
0.030549,0.998515,0.632808,0.822946
0.063176,0.996540,0.601253,0.674915
0.053379,0.998027,0.608571,0.711105
0.040256,0.996624,0.620825,0.845211
0.046834,0.997848,0.614252,0.686648
0.036299,0.998645,0.625319,0.739706
0.029588,0.998533,0.634197,0.852896
0.062251,0.996720,0.601893,0.681480
0.026825,0.998541,0.638454,0.832867
0.029037,0.998568,0.635013,0.855839
