MSE,SSIM,PSNR,Correlation
0.031983,0.998659,0.630816,0.811696
0.057261,0.997595,0.605522,0.710443
0.042015,0.998039,0.618968,0.768725
0.031847,0.998620,0.631002,0.856573
0.044845,0.998131,0.616137,0.668458
0.031901,0.998722,0.630927,0.776053
0.024104,0.998567,0.643099,0.885984
0.052712,0.997669,0.609117,0.730702
0.021537,0.999163,0.647989,0.850457
0.037669,0.997915,0.623709,0.813985
