MSE,SSIM,PSNR,Correlation
0.030732,0.998573,0.632549,0.820327
0.054521,0.997575,0.607652,0.724766
0.039888,0.997560,0.621223,0.816790
0.066800,0.994167,0.598830,0.695998
0.054784,0.997245,0.607443,0.637584
0.050925,0.997848,0.610615,0.643440
0.043571,0.996511,0.617388,0.786166
0.060873,0.996380,0.602865,0.689586
0.027957,0.998930,0.636659,0.818739
0.020981,0.999197,0.649126,0.896228
