MSE,SSIM,PSNR,Correlation
0.039363,0.997792,0.621799,0.767651
0.056029,0.996933,0.606466,0.717160
0.053215,0.997237,0.608705,0.749338
0.086670,0.991353,0.587521,0.583709
0.040847,0.997892,0.620192,0.744567
0.036711,0.998100,0.624828,0.730983
0.030369,0.997949,0.633065,0.853862
0.058021,0.996984,0.604950,0.702041
0.021832,0.998972,0.647399,0.867719
0.031006,0.998397,0.632163,0.845598
