MSE,SSIM,PSNR,Correlation
0.029879,0.998452,0.633772,0.828068
0.065171,0.997291,0.599903,0.672707
0.064136,0.996686,0.600598,0.696473
0.087992,0.994104,0.586864,0.549987
0.034687,0.998423,0.627291,0.762717
0.044620,0.998288,0.616355,0.666398
0.028523,0.998670,0.635788,0.857742
0.058916,0.997061,0.604285,0.699157
0.019887,0.999174,0.651450,0.862976
0.035181,0.997945,0.626677,0.825835
