MSE,SSIM,PSNR,Correlation
0.048713,0.997564,0.612543,0.700389
0.059663,0.997526,0.603737,0.692440
0.070324,0.997179,0.596597,0.625648
0.108382,0.993963,0.577812,0.483448
0.043752,0.997806,0.617208,0.679076
0.038925,0.998520,0.622285,0.703652
0.069017,0.996166,0.597413,0.625147
0.054538,0.997696,0.607638,0.722061
0.035798,0.998443,0.625922,0.760063
0.030993,0.998598,0.632181,0.843443
