MSE,SSIM,PSNR,Correlation
0.050648,0.997710,0.610852,0.673309
0.060005,0.996787,0.603489,0.687499
0.062794,0.996761,0.601516,0.566384
0.056315,0.996576,0.606246,0.762588
0.046813,0.997125,0.614271,0.554632
0.042287,0.998291,0.618687,0.667531
0.053282,0.996509,0.608650,0.717664
0.064336,0.996351,0.600463,0.651340
0.043972,0.997718,0.616991,0.663535
0.067931,0.996755,0.598101,0.598683
